workerid,correct,condition,gameId,selected,orig_trialNum,orig_repNum,matcher_trialNum,matcher_repNum,target,original_pct_correct,message_history,target_history,message
5064,TRUE,random,Z2WAkYpWiXwuGcdME,J,46,3,47,3,J,1,"[[{""role"":""describer"",""text"":""sad"",""message_number"":1}],[{""role"":""describer"",""text"":""beg no triangle"",""message_number"":1}],[{""role"":""describer"",""text"":""guy lying sitting down facing left"",""message_number"":1},{""role"":""describer"",""text"":""looking kind of sad, head down"",""message_number"":2}],[{""role"":""describer"",""text"":""looks like a person without legs kind of sat down with their bottom bit pointing right"",""message_number"":1},{""role"":""describer"",""text"":""no arms either"",""message_number"":2}]]","[""F"",""L"",""F"",""H""]","[{""role"":""describer"",""text"":""large rectangle"",""message_number"":1}]"
5064,TRUE,random,rSMFkjhskBteiyQMB,D,71,5,48,4,D,1,"[[{""role"":""describer"",""text"":""square rotated head The point is touching a straight line and that shape is not a regular shape It looks as if 1 arm is reaching out to the side"",""message_number"":1},{""role"":""describer"",""text"":""There appears to be a foot too"",""message_number"":2}],[{""role"":""describer"",""text"":""hug"",""message_number"":1}],[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}],[{""role"":""describer"",""text"":""mouse"",""message_number"":1},{""role"":""matcher"",""text"":""mouse"",""message_number"":2},{""role"":""matcher"",""text"":""bunny ears"",""message_number"":3},{""role"":""describer"",""text"":""no, point of square and point of 2 different triangles touches"",""message_number"":4},{""role"":""matcher"",""text"":""like, the guy with wings"",""message_number"":5}],[{""role"":""describer"",""text"":""This picture looks like a religious person giving a sermon speech They look as if they are holding a book to one side"",""message_number"":1},{""role"":""matcher"",""text"":""the 'I' but with hand out"",""message_number"":2},{""role"":""matcher"",""text"":""are their knees bent a little"",""message_number"":3},{""role"":""describer"",""text"":""no their knees are not bent they are straight"",""message_number"":4}],[{""role"":""describer"",""text"":""bent speaker"",""message_number"":1}]]","[""J"",""C"",""I"",""B"",""D"",""L""]","[{""role"":""describer"",""text"":""speaker straight"",""message_number"":1}]"
5064,TRUE,random,rSMFkjhskBteiyQMB,E,68,5,49,4,E,1,"[[{""role"":""describer"",""text"":""square rotated head The point is touching a straight line and that shape is not a regular shape It looks as if 1 arm is reaching out to the side"",""message_number"":1},{""role"":""describer"",""text"":""There appears to be a foot too"",""message_number"":2}],[{""role"":""describer"",""text"":""hug"",""message_number"":1}],[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}],[{""role"":""describer"",""text"":""mouse"",""message_number"":1},{""role"":""matcher"",""text"":""mouse"",""message_number"":2},{""role"":""matcher"",""text"":""bunny ears"",""message_number"":3},{""role"":""describer"",""text"":""no, point of square and point of 2 different triangles touches"",""message_number"":4},{""role"":""matcher"",""text"":""like, the guy with wings"",""message_number"":5}],[{""role"":""describer"",""text"":""This picture looks like a religious person giving a sermon speech They look as if they are holding a book to one side"",""message_number"":1},{""role"":""matcher"",""text"":""the 'I' but with hand out"",""message_number"":2},{""role"":""matcher"",""text"":""are their knees bent a little"",""message_number"":3},{""role"":""describer"",""text"":""no their knees are not bent they are straight"",""message_number"":4}],[{""role"":""describer"",""text"":""bent speaker"",""message_number"":1}],[{""role"":""describer"",""text"":""speaker straight"",""message_number"":1}]]","[""J"",""C"",""I"",""B"",""D"",""L"",""D""]","[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}]"
5064,FALSE,random,MDLyuv29jevaGLSeT,B,20,1,50,4,K,1,"[[{""role"":""describer"",""text"":""bunny"",""message_number"":1}],[{""role"":""describer"",""text"":""penguin"",""message_number"":1},{""role"":""describer"",""text"":""looking down"",""message_number"":2}],[{""role"":""describer"",""text"":""This looks like a person sitting down facing the right They look like they have bunny ears"",""message_number"":1}],[{""role"":""describer"",""text"":""arms up flying facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""banana shape"",""message_number"":1}]]","[""E"",""A"",""E"",""C"",""H""]","[{""role"":""describer"",""text"":""facing right with hands out and kneeling"",""message_number"":1}]"
5064,TRUE,random,22dyGMRgestp8u5Lc,A,62,5,51,4,A,1,"[[{""role"":""describer"",""text"":""no arms no legs"",""message_number"":1}],[{""role"":""describer"",""text"":""jumping off building with hands in the air"",""message_number"":1}],[{""role"":""describer"",""text"":""facing left falling arms out one leg up"",""message_number"":1}],[{""role"":""describer"",""text"":""Guy relaxing in the park facing left arms to side (not visible) knees up"",""message_number"":1}],[{""role"":""describer"",""text"":""standing, but falling forward left leg on ground right foot in air arms out to catch himself"",""message_number"":1},{""role"":""describer"",""text"":""face left"",""message_number"":2}],[{""role"":""describer"",""text"":""priest kneeling with Bible, heel up"",""message_number"":1}],[{""role"":""describer"",""text"":""jumping off building with arms out front"",""message_number"":1}],[{""role"":""describer"",""text"":""high heel shoe"",""message_number"":1}],[{""role"":""describer"",""text"":""kneeling with Bible facing right"",""message_number"":1}]]","[""H"",""C"",""I"",""F"",""I"",""K"",""C"",""G"",""K""]","[{""role"":""describer"",""text"":""falling backwards, one leg up"",""message_number"":1}]"
5064,FALSE,random,zviCQXNM4xWoYTmoY,J,42,3,52,4,G,1,"[[{""role"":""describer"",""text"":""bunny"",""message_number"":1}],[{""role"":""describer"",""text"":""candle one flat edge on left and top, diamond on top"",""message_number"":1}],[{""role"":""describer"",""text"":""person facing left lifting foot up in front of them, leaning head back"",""message_number"":1},{""role"":""matcher"",""text"":""Holding a cloth"",""message_number"":2}],[{""role"":""describer"",""text"":""kneeling on floor feet sticking up behind"",""message_number"":1}],[{""role"":""describer"",""text"":""bending knees"",""message_number"":1}]]","[""E"",""J"",""A"",""K"",""L""]","[{""role"":""describer"",""text"":""weird shapes one with small triangle bottom right and flat base"",""message_number"":1}]"
5064,TRUE,random,BTbGhXZvjdSFubTBg,I,44,3,53,4,I,1,"[[{""role"":""describer"",""text"":""The person praying with head tilted up"",""message_number"":1},{""role"":""matcher"",""text"":""Are their arms in the air"",""message_number"":2},{""role"":""describer"",""text"":""not very high"",""message_number"":3}],[{""role"":""describer"",""text"":""puking a triangle"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting down with both arms above the head looking down"",""message_number"":1},{""role"":""matcher"",""text"":""The rabbit ears one"",""message_number"":2},{""role"":""matcher"",""text"":""That's how i see him too lol"",""message_number"":3},{""role"":""matcher"",""text"":""Rabbit ears"",""message_number"":4}]]","[""K"",""B"",""E""]","[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}]"
5064,TRUE,random,rSMFkjhskBteiyQMB,B,28,2,54,4,B,0.6666666666666666,"[[{""role"":""describer"",""text"":""square rotated head The point is touching a straight line and that shape is not a regular shape It looks as if 1 arm is reaching out to the side"",""message_number"":1},{""role"":""describer"",""text"":""There appears to be a foot too"",""message_number"":2}],[{""role"":""describer"",""text"":""hug"",""message_number"":1}],[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}],[{""role"":""describer"",""text"":""mouse"",""message_number"":1},{""role"":""matcher"",""text"":""mouse"",""message_number"":2},{""role"":""matcher"",""text"":""bunny ears"",""message_number"":3},{""role"":""describer"",""text"":""no, point of square and point of 2 different triangles touches"",""message_number"":4},{""role"":""matcher"",""text"":""like, the guy with wings"",""message_number"":5}],[{""role"":""describer"",""text"":""This picture looks like a religious person giving a sermon speech They look as if they are holding a book to one side"",""message_number"":1},{""role"":""matcher"",""text"":""the 'I' but with hand out"",""message_number"":2},{""role"":""matcher"",""text"":""are their knees bent a little"",""message_number"":3},{""role"":""describer"",""text"":""no their knees are not bent they are straight"",""message_number"":4}],[{""role"":""describer"",""text"":""bent speaker"",""message_number"":1}],[{""role"":""describer"",""text"":""speaker straight"",""message_number"":1}],[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}]]","[""J"",""C"",""I"",""B"",""D"",""L"",""D"",""E""]","[{""role"":""describer"",""text"":""wings, man head facing down, kneeling"",""message_number"":1}]"
5064,TRUE,random,zviCQXNM4xWoYTmoY,I,23,1,55,4,I,1,"[[{""role"":""describer"",""text"":""bunny"",""message_number"":1}],[{""role"":""describer"",""text"":""candle one flat edge on left and top, diamond on top"",""message_number"":1}],[{""role"":""describer"",""text"":""person facing left lifting foot up in front of them, leaning head back"",""message_number"":1},{""role"":""matcher"",""text"":""Holding a cloth"",""message_number"":2}],[{""role"":""describer"",""text"":""kneeling on floor feet sticking up behind"",""message_number"":1}],[{""role"":""describer"",""text"":""bending knees"",""message_number"":1}],[{""role"":""describer"",""text"":""weird shapes one with small triangle bottom right and flat base"",""message_number"":1}]]","[""E"",""J"",""A"",""K"",""L"",""G""]","[{""role"":""describer"",""text"":""ice skater with leg out behind"",""message_number"":1}]"
5064,TRUE,random,zviCQXNM4xWoYTmoY,A,45,3,56,4,A,1,"[[{""role"":""describer"",""text"":""bunny"",""message_number"":1}],[{""role"":""describer"",""text"":""candle one flat edge on left and top, diamond on top"",""message_number"":1}],[{""role"":""describer"",""text"":""person facing left lifting foot up in front of them, leaning head back"",""message_number"":1},{""role"":""matcher"",""text"":""Holding a cloth"",""message_number"":2}],[{""role"":""describer"",""text"":""kneeling on floor feet sticking up behind"",""message_number"":1}],[{""role"":""describer"",""text"":""bending knees"",""message_number"":1}],[{""role"":""describer"",""text"":""weird shapes one with small triangle bottom right and flat base"",""message_number"":1}],[{""role"":""describer"",""text"":""ice skater with leg out behind"",""message_number"":1}]]","[""E"",""J"",""A"",""K"",""L"",""G"",""I""]","[{""role"":""describer"",""text"":""lifting foot up holding cloth"",""message_number"":1}]"
5064,FALSE,random,Z2WAkYpWiXwuGcdME,C,29,2,57,4,D,1,"[[{""role"":""describer"",""text"":""sad"",""message_number"":1}],[{""role"":""describer"",""text"":""beg no triangle"",""message_number"":1}],[{""role"":""describer"",""text"":""guy lying sitting down facing left"",""message_number"":1},{""role"":""describer"",""text"":""looking kind of sad, head down"",""message_number"":2}],[{""role"":""describer"",""text"":""looks like a person without legs kind of sat down with their bottom bit pointing right"",""message_number"":1},{""role"":""describer"",""text"":""no arms either"",""message_number"":2}],[{""role"":""describer"",""text"":""large rectangle"",""message_number"":1}]]","[""F"",""L"",""F"",""H"",""J""]","[{""role"":""describer"",""text"":""letter"",""message_number"":1}]"
5064,TRUE,random,MEJ8y7jRW4947MPrH,E,40,3,58,4,E,1,"[[{""role"":""describer"",""text"":""sleeping guy sitting to the left no arms knees up"",""message_number"":1},{""role"":""matcher"",""text"":""wall guy"",""message_number"":2},{""role"":""matcher"",""text"":""wall guy"",""message_number"":3}],[{""role"":""describer"",""text"":""frank!"",""message_number"":1},{""role"":""matcher"",""text"":""frankie!"",""message_number"":2}],[{""role"":""describer"",""text"":""block boy"",""message_number"":1}],[{""role"":""describer"",""text"":""karate"",""message_number"":1}],[{""role"":""describer"",""text"":""server girl kneeling down feet pointing up to left, arms to right"",""message_number"":1},{""role"":""matcher"",""text"":""nice server girl"",""message_number"":2},{""role"":""matcher"",""text"":""kneeling girl"",""message_number"":3},{""role"":""matcher"",""text"":""server girl"",""message_number"":4},{""role"":""describer"",""text"":""kneeling server girl"",""message_number"":5},{""role"":""matcher"",""text"":""kneeling server girl"",""message_number"":6}],[{""role"":""describer"",""text"":""block guy arm and leg to the right diamond head"",""message_number"":1},{""role"":""describer"",""text"":""left side straight line"",""message_number"":2},{""role"":""matcher"",""text"":""gets wider as it goes up"",""message_number"":3}]]","[""F"",""A"",""J"",""I"",""K"",""J""]","[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}]"
5064,FALSE,random,GWCD2NGoiA2n5Wh2i,B,32,2,59,4,C,0.8,"[[{""role"":""matcher"",""text"":""Bummed guy triangle behind"",""message_number"":1},{""role"":""describer"",""text"":""podium man, facing left this time"",""message_number"":2}],[{""role"":""describer"",""text"":""bean body!!"",""message_number"":1}],[{""role"":""matcher"",""text"":""double diamond"",""message_number"":1},{""role"":""describer"",""text"":""radioactive guy here!"",""message_number"":2},{""role"":""matcher"",""text"":""i don't know johnny 5 hah"",""message_number"":3}]]","[""D"",""H"",""B""]","[{""role"":""matcher"",""text"":""let's call that one kneeling man right side"",""message_number"":1},{""role"":""describer"",""text"":""flying guy on this round"",""message_number"":2}]"
5064,TRUE,random,22dyGMRgestp8u5Lc,B,21,1,60,5,B,1,"[[{""role"":""describer"",""text"":""no arms no legs"",""message_number"":1}],[{""role"":""describer"",""text"":""jumping off building with hands in the air"",""message_number"":1}],[{""role"":""describer"",""text"":""facing left falling arms out one leg up"",""message_number"":1}],[{""role"":""describer"",""text"":""Guy relaxing in the park facing left arms to side (not visible) knees up"",""message_number"":1}],[{""role"":""describer"",""text"":""standing, but falling forward left leg on ground right foot in air arms out to catch himself"",""message_number"":1},{""role"":""describer"",""text"":""face left"",""message_number"":2}],[{""role"":""describer"",""text"":""priest kneeling with Bible, heel up"",""message_number"":1}],[{""role"":""describer"",""text"":""jumping off building with arms out front"",""message_number"":1}],[{""role"":""describer"",""text"":""high heel shoe"",""message_number"":1}],[{""role"":""describer"",""text"":""kneeling with Bible facing right"",""message_number"":1}],[{""role"":""describer"",""text"":""falling backwards, one leg up"",""message_number"":1}]]","[""H"",""C"",""I"",""F"",""I"",""K"",""C"",""G"",""K"",""A""]","[{""role"":""describer"",""text"":""baby looking up with arms out, bow on back of head"",""message_number"":1}]"
5064,TRUE,random,zviCQXNM4xWoYTmoY,F,41,3,61,5,F,1,"[[{""role"":""describer"",""text"":""bunny"",""message_number"":1}],[{""role"":""describer"",""text"":""candle one flat edge on left and top, diamond on top"",""message_number"":1}],[{""role"":""describer"",""text"":""person facing left lifting foot up in front of them, leaning head back"",""message_number"":1},{""role"":""matcher"",""text"":""Holding a cloth"",""message_number"":2}],[{""role"":""describer"",""text"":""kneeling on floor feet sticking up behind"",""message_number"":1}],[{""role"":""describer"",""text"":""bending knees"",""message_number"":1}],[{""role"":""describer"",""text"":""weird shapes one with small triangle bottom right and flat base"",""message_number"":1}],[{""role"":""describer"",""text"":""ice skater with leg out behind"",""message_number"":1}],[{""role"":""describer"",""text"":""lifting foot up holding cloth"",""message_number"":1}]]","[""E"",""J"",""A"",""K"",""L"",""G"",""I"",""A""]","[{""role"":""describer"",""text"":""legs out bent in front facing left"",""message_number"":1}]"
5064,FALSE,random,Z2WAkYpWiXwuGcdME,E,26,2,62,5,G,1,"[[{""role"":""describer"",""text"":""sad"",""message_number"":1}],[{""role"":""describer"",""text"":""beg no triangle"",""message_number"":1}],[{""role"":""describer"",""text"":""guy lying sitting down facing left"",""message_number"":1},{""role"":""describer"",""text"":""looking kind of sad, head down"",""message_number"":2}],[{""role"":""describer"",""text"":""looks like a person without legs kind of sat down with their bottom bit pointing right"",""message_number"":1},{""role"":""describer"",""text"":""no arms either"",""message_number"":2}],[{""role"":""describer"",""text"":""large rectangle"",""message_number"":1}],[{""role"":""describer"",""text"":""letter"",""message_number"":1}]]","[""F"",""L"",""F"",""H"",""J"",""D""]","[{""role"":""describer"",""text"":""square ear rabbit"",""message_number"":1}]"
5064,TRUE,random,rSMFkjhskBteiyQMB,C,14,1,63,5,C,1,"[[{""role"":""describer"",""text"":""square rotated head The point is touching a straight line and that shape is not a regular shape It looks as if 1 arm is reaching out to the side"",""message_number"":1},{""role"":""describer"",""text"":""There appears to be a foot too"",""message_number"":2}],[{""role"":""describer"",""text"":""hug"",""message_number"":1}],[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}],[{""role"":""describer"",""text"":""mouse"",""message_number"":1},{""role"":""matcher"",""text"":""mouse"",""message_number"":2},{""role"":""matcher"",""text"":""bunny ears"",""message_number"":3},{""role"":""describer"",""text"":""no, point of square and point of 2 different triangles touches"",""message_number"":4},{""role"":""matcher"",""text"":""like, the guy with wings"",""message_number"":5}],[{""role"":""describer"",""text"":""This picture looks like a religious person giving a sermon speech They look as if they are holding a book to one side"",""message_number"":1},{""role"":""matcher"",""text"":""the 'I' but with hand out"",""message_number"":2},{""role"":""matcher"",""text"":""are their knees bent a little"",""message_number"":3},{""role"":""describer"",""text"":""no their knees are not bent they are straight"",""message_number"":4}],[{""role"":""describer"",""text"":""bent speaker"",""message_number"":1}],[{""role"":""describer"",""text"":""speaker straight"",""message_number"":1}],[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}],[{""role"":""describer"",""text"":""wings, man head facing down, kneeling"",""message_number"":1}]]","[""J"",""C"",""I"",""B"",""D"",""L"",""D"",""E"",""B""]","[{""role"":""describer"",""text"":""flailing arm, hugging"",""message_number"":1},{""role"":""describer"",""text"":""2 arms up"",""message_number"":2}]"
5064,TRUE,random,x8BXJBHh3RxchPoHv,A,6,0,64,5,A,1,"[[{""role"":""describer"",""text"":""sitting down knees up"",""message_number"":1},{""role"":""describer"",""text"":""facing left"",""message_number"":2}],[{""role"":""describer"",""text"":""like someone kneeling"",""message_number"":1},{""role"":""describer"",""text"":""facing to the right of screen"",""message_number"":2},{""role"":""matcher"",""text"":""arms together or spread"",""message_number"":3},{""role"":""matcher"",""text"":""arms raised"",""message_number"":4},{""role"":""describer"",""text"":""arms raised"",""message_number"":5}],[{""role"":""describer"",""text"":""blocky"",""message_number"":1}]]","[""F"",""B"",""J""]","[{""role"":""describer"",""text"":""this one has dangling legs"",""message_number"":1},{""role"":""describer"",""text"":""it reminds me of someone like hanging off the edge of something"",""message_number"":2},{""role"":""describer"",""text"":""head is on the right hand side"",""message_number"":3}]"
5064,TRUE,random,zviCQXNM4xWoYTmoY,L,4,0,65,5,L,0.6,"[[{""role"":""describer"",""text"":""bunny"",""message_number"":1}],[{""role"":""describer"",""text"":""candle one flat edge on left and top, diamond on top"",""message_number"":1}],[{""role"":""describer"",""text"":""person facing left lifting foot up in front of them, leaning head back"",""message_number"":1},{""role"":""matcher"",""text"":""Holding a cloth"",""message_number"":2}],[{""role"":""describer"",""text"":""kneeling on floor feet sticking up behind"",""message_number"":1}],[{""role"":""describer"",""text"":""bending knees"",""message_number"":1}],[{""role"":""describer"",""text"":""weird shapes one with small triangle bottom right and flat base"",""message_number"":1}],[{""role"":""describer"",""text"":""ice skater with leg out behind"",""message_number"":1}],[{""role"":""describer"",""text"":""lifting foot up holding cloth"",""message_number"":1}],[{""role"":""describer"",""text"":""legs out bent in front facing left"",""message_number"":1}]]","[""E"",""J"",""A"",""K"",""L"",""G"",""I"",""A"",""F""]","[{""role"":""describer"",""text"":""person bending their knees and holding hands out in front of them diamond head"",""message_number"":1},{""role"":""matcher"",""text"":""same as before"",""message_number"":2},{""role"":""describer"",""text"":""just bending knees, not kneeling down"",""message_number"":3}]"
5064,FALSE,random,x8BXJBHh3RxchPoHv,I,64,5,66,5,G,1,"[[{""role"":""describer"",""text"":""sitting down knees up"",""message_number"":1},{""role"":""describer"",""text"":""facing left"",""message_number"":2}],[{""role"":""describer"",""text"":""like someone kneeling"",""message_number"":1},{""role"":""describer"",""text"":""facing to the right of screen"",""message_number"":2},{""role"":""matcher"",""text"":""arms together or spread"",""message_number"":3},{""role"":""matcher"",""text"":""arms raised"",""message_number"":4},{""role"":""describer"",""text"":""arms raised"",""message_number"":5}],[{""role"":""describer"",""text"":""blocky"",""message_number"":1}],[{""role"":""describer"",""text"":""this one has dangling legs"",""message_number"":1},{""role"":""describer"",""text"":""it reminds me of someone like hanging off the edge of something"",""message_number"":2},{""role"":""describer"",""text"":""head is on the right hand side"",""message_number"":3}]]","[""F"",""B"",""J"",""A""]","[{""role"":""describer"",""text"":""dancer emoji"",""message_number"":1}]"
5064,FALSE,random,Z2WAkYpWiXwuGcdME,H,38,3,67,5,D,1,"[[{""role"":""describer"",""text"":""sad"",""message_number"":1}],[{""role"":""describer"",""text"":""beg no triangle"",""message_number"":1}],[{""role"":""describer"",""text"":""guy lying sitting down facing left"",""message_number"":1},{""role"":""describer"",""text"":""looking kind of sad, head down"",""message_number"":2}],[{""role"":""describer"",""text"":""looks like a person without legs kind of sat down with their bottom bit pointing right"",""message_number"":1},{""role"":""describer"",""text"":""no arms either"",""message_number"":2}],[{""role"":""describer"",""text"":""large rectangle"",""message_number"":1}],[{""role"":""describer"",""text"":""letter"",""message_number"":1}],[{""role"":""describer"",""text"":""square ear rabbit"",""message_number"":1}]]","[""F"",""L"",""F"",""H"",""J"",""D"",""G""]","[{""role"":""describer"",""text"":""letter"",""message_number"":1}]"
5064,FALSE,random,MEJ8y7jRW4947MPrH,K,17,1,68,5,L,0.8,"[[{""role"":""describer"",""text"":""sleeping guy sitting to the left no arms knees up"",""message_number"":1},{""role"":""matcher"",""text"":""wall guy"",""message_number"":2},{""role"":""matcher"",""text"":""wall guy"",""message_number"":3}],[{""role"":""describer"",""text"":""frank!"",""message_number"":1},{""role"":""matcher"",""text"":""frankie!"",""message_number"":2}],[{""role"":""describer"",""text"":""block boy"",""message_number"":1}],[{""role"":""describer"",""text"":""karate"",""message_number"":1}],[{""role"":""describer"",""text"":""server girl kneeling down feet pointing up to left, arms to right"",""message_number"":1},{""role"":""matcher"",""text"":""nice server girl"",""message_number"":2},{""role"":""matcher"",""text"":""kneeling girl"",""message_number"":3},{""role"":""matcher"",""text"":""server girl"",""message_number"":4},{""role"":""describer"",""text"":""kneeling server girl"",""message_number"":5},{""role"":""matcher"",""text"":""kneeling server girl"",""message_number"":6}],[{""role"":""describer"",""text"":""block guy arm and leg to the right diamond head"",""message_number"":1},{""role"":""describer"",""text"":""left side straight line"",""message_number"":2},{""role"":""matcher"",""text"":""gets wider as it goes up"",""message_number"":3}],[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}]]","[""F"",""A"",""J"",""I"",""K"",""J"",""E""]","[{""role"":""describer"",""text"":""man kneeling down facing to the right arms also to the right"",""message_number"":1},{""role"":""describer"",""text"":""but feet legs are flat to the ground"",""message_number"":2},{""role"":""matcher"",""text"":""knees bent crouched over"",""message_number"":3},{""role"":""matcher"",""text"":""triangle arms hands"",""message_number"":4},{""role"":""describer"",""text"":""knees bent facing right"",""message_number"":5},{""role"":""matcher"",""text"":""holding out something in arms"",""message_number"":6},{""role"":""describer"",""text"":""he might be holding something or just pointing sharply"",""message_number"":7},{""role"":""matcher"",""text"":""feet pointing up on left"",""message_number"":8},{""role"":""describer"",""text"":""triangle arm with the flat surface facing the ceiling"",""message_number"":9},{""role"":""describer"",""text"":""no not pointing up"",""message_number"":10},{""role"":""describer"",""text"":""but it looks very close to that one"",""message_number"":11}]"
5064,FALSE,random,GWCD2NGoiA2n5Wh2i,I,22,1,69,5,G,0.8,"[[{""role"":""matcher"",""text"":""Bummed guy triangle behind"",""message_number"":1},{""role"":""describer"",""text"":""podium man, facing left this time"",""message_number"":2}],[{""role"":""describer"",""text"":""bean body!!"",""message_number"":1}],[{""role"":""matcher"",""text"":""double diamond"",""message_number"":1},{""role"":""describer"",""text"":""radioactive guy here!"",""message_number"":2},{""role"":""matcher"",""text"":""i don't know johnny 5 hah"",""message_number"":3}],[{""role"":""matcher"",""text"":""let's call that one kneeling man right side"",""message_number"":1},{""role"":""describer"",""text"":""flying guy on this round"",""message_number"":2}]]","[""D"",""H"",""B"",""C""]","[{""role"":""matcher"",""text"":""I think that one looks like johnny 5 from short circuit"",""message_number"":1},{""role"":""describer"",""text"":""i think this is the first one i did, with head pointing to the left"",""message_number"":2},{""role"":""describer"",""text"":""sort of a tiny-pointed triangle, also pointing left, below the head"",""message_number"":3},{""role"":""matcher"",""text"":""standing on one leg ice skater"",""message_number"":4},{""role"":""describer"",""text"":""no not the ice skater, the body doesn't really have distinct \""legs\"""",""message_number"":5},{""role"":""describer"",""text"":""though the body is primarily pointing to the left"",""message_number"":6},{""role"":""describer"",""text"":""there is a little distinct triangle hanging off the back to the right"",""message_number"":7}]"
5064,FALSE,random,BTbGhXZvjdSFubTBg,F,45,3,70,5,H,1,"[[{""role"":""describer"",""text"":""The person praying with head tilted up"",""message_number"":1},{""role"":""matcher"",""text"":""Are their arms in the air"",""message_number"":2},{""role"":""describer"",""text"":""not very high"",""message_number"":3}],[{""role"":""describer"",""text"":""puking a triangle"",""message_number"":1}],[{""role"":""describer"",""text"":""sitting down with both arms above the head looking down"",""message_number"":1},{""role"":""matcher"",""text"":""The rabbit ears one"",""message_number"":2},{""role"":""matcher"",""text"":""That's how i see him too lol"",""message_number"":3},{""role"":""matcher"",""text"":""Rabbit ears"",""message_number"":4}],[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}]]","[""K"",""B"",""E"",""I""]","[{""role"":""describer"",""text"":""sitting down with no arms legs to one side"",""message_number"":1}]"
5064,FALSE,random,GWCD2NGoiA2n5Wh2i,K,31,2,71,5,L,0.8,"[[{""role"":""matcher"",""text"":""Bummed guy triangle behind"",""message_number"":1},{""role"":""describer"",""text"":""podium man, facing left this time"",""message_number"":2}],[{""role"":""describer"",""text"":""bean body!!"",""message_number"":1}],[{""role"":""matcher"",""text"":""double diamond"",""message_number"":1},{""role"":""describer"",""text"":""radioactive guy here!"",""message_number"":2},{""role"":""matcher"",""text"":""i don't know johnny 5 hah"",""message_number"":3}],[{""role"":""matcher"",""text"":""let's call that one kneeling man right side"",""message_number"":1},{""role"":""describer"",""text"":""flying guy on this round"",""message_number"":2}],[{""role"":""matcher"",""text"":""I think that one looks like johnny 5 from short circuit"",""message_number"":1},{""role"":""describer"",""text"":""i think this is the first one i did, with head pointing to the left"",""message_number"":2},{""role"":""describer"",""text"":""sort of a tiny-pointed triangle, also pointing left, below the head"",""message_number"":3},{""role"":""matcher"",""text"":""standing on one leg ice skater"",""message_number"":4},{""role"":""describer"",""text"":""no not the ice skater, the body doesn't really have distinct \""legs\"""",""message_number"":5},{""role"":""describer"",""text"":""though the body is primarily pointing to the left"",""message_number"":6},{""role"":""describer"",""text"":""there is a little distinct triangle hanging off the back to the right"",""message_number"":7}]]","[""D"",""H"",""B"",""C"",""G""]","[{""role"":""matcher"",""text"":""radioactive"",""message_number"":1},{""role"":""describer"",""text"":""kneeling person in a robe for this round, facing right"",""message_number"":2},{""role"":""matcher"",""text"":""with a book"",""message_number"":3},{""role"":""matcher"",""text"":""diamond on diamond"",""message_number"":4},{""role"":""describer"",""text"":""also to the right"",""message_number"":5},{""role"":""describer"",""text"":""no not diamond on diamond"",""message_number"":6},{""role"":""matcher"",""text"":""flat back one right on left"",""message_number"":7}]"
5052,TRUE,random,Z2WAkYpWiXwuGcdME,E,18,1,0,0,E,1,[],[],"[{""role"":""describer"",""text"":""rabbit with triangle ears, kind of lying down"",""message_number"":1},{""role"":""matcher"",""text"":""With the triangular body"",""message_number"":2},{""role"":""matcher"",""text"":""Pointing right"",""message_number"":3}]"
5052,TRUE,random,Z2WAkYpWiXwuGcdME,K,10,0,1,0,K,1,"[[{""role"":""describer"",""text"":""rabbit with triangle ears, kind of lying down"",""message_number"":1},{""role"":""matcher"",""text"":""With the triangular body"",""message_number"":2},{""role"":""matcher"",""text"":""Pointing right"",""message_number"":3}]]","[""E""]","[{""role"":""describer"",""text"":""another begging person, this time one with the triangle out the back"",""message_number"":1}]"
5052,TRUE,random,22dyGMRgestp8u5Lc,I,49,4,2,0,I,0,[],[],"[{""role"":""describer"",""text"":""facing left falling arms out one leg up"",""message_number"":1}]"
5052,TRUE,random,rSMFkjhskBteiyQMB,L,43,3,3,0,L,1,[],[],"[{""role"":""describer"",""text"":""sermon speaker, with bent knees"",""message_number"":1}]"
5052,TRUE,random,zviCQXNM4xWoYTmoY,A,54,4,4,0,A,1,[],[],"[{""role"":""describer"",""text"":""lifting foot up holding cloth"",""message_number"":1}]"
