workerid,correct,condition,gameId,selected,orig_trialNum,orig_repNum,matcher_trialNum,matcher_repNum,target,original_pct_correct,message_history,target_history,message,model_logprobs
5106,False,random,zviCQXNM4xWoYTmoY,H,41,3,54,4,F,1.0,"[[{""role"":""describer"",""text"":""two triangles on the head"",""message_number"":1},{""role"":""matcher"",""text"":""Triangle body too"",""message_number"":2},{""role"":""matcher"",""text"":""looks like a bunny"",""message_number"":3},{""role"":""describer"",""text"":""body is triangle"",""message_number"":4},{""role"":""matcher"",""text"":""lightning bolt base"",""message_number"":5},{""role"":""describer"",""text"":""body looks like a mountain"",""message_number"":6},{""role"":""matcher"",""text"":""yes like a triangle"",""message_number"":7},{""role"":""matcher"",""text"":""Small triangle for feet"",""message_number"":8}],[{""role"":""describer"",""text"":""leaning backwards with arms up"",""message_number"":1}],[{""role"":""describer"",""text"":""not the candle"",""message_number"":1}]]","[""E"",""C"",""H""]","[{""role"":""describer"",""text"":""legs out bent in front facing left"",""message_number"":1}]","{'B': -1.7276837825775146, 'D': -1.6026837825775146, 'A': -1.9776837825775146, 'C': -2.1026837825775146, 'F': -2.1026837825775146, 'G': -2.2276837825775146, 'E': -2.9776837825775146, 'I': -3.4776837825775146, 'J': -3.7276837825775146, 'H': -4.227684020996094, 'K': -5.477684020996094, 'L': -6.227684020996094}"
5106,False,random,LzNv7CD7gRuxpk7cQ,C,47,3,55,4,L,1.0,"[[{""role"":""describer"",""text"":""Angel kneeling facing left"",""message_number"":1},{""role"":""describer"",""text"":""triangle on right back is angel wings"",""message_number"":2},{""role"":""describer"",""text"":""looking up"",""message_number"":3},{""role"":""describer"",""text"":""Arms look praying to the left"",""message_number"":4}],[{""role"":""describer"",""text"":""Women in long dress facing right dancing the tango"",""message_number"":1}],[{""role"":""describer"",""text"":""grave stone"",""message_number"":1}],[{""role"":""describer"",""text"":""kneeling down both arms out"",""message_number"":1},{""role"":""describer"",""text"":""like an ninger"",""message_number"":2},{""role"":""matcher"",""text"":""facing which ay"",""message_number"":3},{""role"":""describer"",""text"":""right"",""message_number"":4},{""role"":""describer"",""text"":""could have angel wings"",""message_number"":5}],[{""role"":""describer"",""text"":""man marching with flag over shoulder"",""message_number"":1}],[{""role"":""describer"",""text"":""Like an Indian taking a nap Two feathers on his head"",""message_number"":1}],[{""role"":""describer"",""text"":""ghost"",""message_number"":1}],[{""role"":""describer"",""text"":""book reader facing left"",""message_number"":1}]]","[""B"",""G"",""H"",""B"",""A"",""E"",""C"",""D""]","[{""role"":""describer"",""text"":""choir boy sat on parallelogram"",""message_number"":1}]","{'F': -0.7551069259643555, 'I': -1.2551069259643555, 'J': -2.0051069259643555, 'E': -3.3801069259643555, 'C': -4.0051069259643555, 'H': -4.3801069259643555, 'K': -4.5051069259643555, 'L': -4.6301069259643555, 'D': -4.7551069259643555, 'A': -5.1301069259643555, 'G': -5.3801069259643555, 'B': -5.7551069259643555}"
5106,False,random,x8BXJBHh3RxchPoHv,G,23,1,56,4,I,1.0,"[[{""role"":""describer"",""text"":""almost like a swaddled baby"",""message_number"":1},{""role"":""describer"",""text"":""slight protrusion of a foot on the right"",""message_number"":2},{""role"":""matcher"",""text"":""facing right"",""message_number"":3},{""role"":""describer"",""text"":""no arms visible"",""message_number"":4},{""role"":""matcher"",""text"":""otherwise kneeling without arms or legs"",""message_number"":5}],[{""role"":""describer"",""text"":""kneeling facing right"",""message_number"":1}],[{""role"":""describer"",""text"":""like someone kneeling"",""message_number"":1},{""role"":""describer"",""text"":""facing to the right of screen"",""message_number"":2},{""role"":""matcher"",""text"":""arms together or spread"",""message_number"":3},{""role"":""matcher"",""text"":""arms raised"",""message_number"":4},{""role"":""describer"",""text"":""arms raised"",""message_number"":5}],[{""role"":""describer"",""text"":""this reminds me of the dancer emoji"",""message_number"":1},{""role"":""describer"",""text"":""arm and leg out to the right"",""message_number"":2}],[{""role"":""describer"",""text"":""blocky"",""message_number"":1}],[{""role"":""describer"",""text"":""bunny"",""message_number"":1}],[{""role"":""describer"",""text"":""praying person"",""message_number"":1}]]","[""H"",""K"",""B"",""G"",""J"",""E"",""K""]","[{""role"":""describer"",""text"":""figure skater"",""message_number"":1}]","{'L': -3.5217957496643066, 'G': -0.8967956304550171, 'F': -2.1467957496643066, 'D': -2.2717957496643066, 'C': -2.3967957496643066, 'A': -2.6467957496643066, 'I': -2.6467957496643066, 'B': -3.1467957496643066, 'E': -3.8967957496643066, 'H': -4.146795749664307, 'J': -4.896795749664307, 'K': -6.271795749664307}"
5106,False,random,x8BXJBHh3RxchPoHv,I,56,4,57,4,A,1.0,"[[{""role"":""describer"",""text"":""almost like a swaddled baby"",""message_number"":1},{""role"":""describer"",""text"":""slight protrusion of a foot on the right"",""message_number"":2},{""role"":""matcher"",""text"":""facing right"",""message_number"":3},{""role"":""describer"",""text"":""no arms visible"",""message_number"":4},{""role"":""matcher"",""text"":""otherwise kneeling without arms or legs"",""message_number"":5}],[{""role"":""describer"",""text"":""kneeling facing right"",""message_number"":1}],[{""role"":""describer"",""text"":""like someone kneeling"",""message_number"":1},{""role"":""describer"",""text"":""facing to the right of screen"",""message_number"":2},{""role"":""matcher"",""text"":""arms together or spread"",""message_number"":3},{""role"":""matcher"",""text"":""arms raised"",""message_number"":4},{""role"":""describer"",""text"":""arms raised"",""message_number"":5}],[{""role"":""describer"",""text"":""this reminds me of the dancer emoji"",""message_number"":1},{""role"":""describer"",""text"":""arm and leg out to the right"",""message_number"":2}],[{""role"":""describer"",""text"":""blocky"",""message_number"":1}],[{""role"":""describer"",""text"":""bunny"",""message_number"":1}],[{""role"":""describer"",""text"":""praying person"",""message_number"":1}],[{""role"":""describer"",""text"":""figure skater"",""message_number"":1}]]","[""H"",""K"",""B"",""G"",""J"",""E"",""K"",""I""]","[{""role"":""describer"",""text"":""dangling"",""message_number"":1}]","{'J': -2.195183277130127, 'D': -1.6951833963394165, 'F': -1.8201833963394165, 'A': -2.070183277130127, 'C': -2.070183277130127, 'L': -2.695183277130127, 'H': -2.945183277130127, 'E': -3.070183277130127, 'I': -3.195183277130127, 'G': -3.320183277130127, 'B': -3.820183277130127, 'K': -5.195183277130127}"
5106,True,random,Z2WAkYpWiXwuGcdME,F,56,4,58,4,F,1.0,"[[{""role"":""describer"",""text"":""arms air kneeling"",""message_number"":1}],[{""role"":""describer"",""text"":""limbless"",""message_number"":1}],[{""role"":""describer"",""text"":""reading letter guy"",""message_number"":1}],[{""role"":""describer"",""text"":""arm air kneel"",""message_number"":1}],[{""role"":""describer"",""text"":""limbless"",""message_number"":1}]]","[""B"",""H"",""D"",""B"",""H""]","[{""role"":""describer"",""text"":""sad"",""message_number"":1}]","{'G': -1.3384445905685425, 'F': -1.5884445905685425, 'E': -1.7134445905685425, 'C': -2.213444709777832, 'A': -2.463444709777832, 'I': -2.713444709777832, 'J': -3.088444709777832, 'D': -3.838444709777832, 'H': -4.463444709777832, 'K': -5.338444709777832, 'L': -5.338444709777832, 'B': -6.338444709777832}"
5106,True,random,MDLyuv29jevaGLSeT,I,10,0,59,4,I,1.0,"[[{""role"":""describer"",""text"":""left half of them is like a square and they appear to be facing right with a diamond head"",""message_number"":1}],[{""role"":""describer"",""text"":""Guy has no legs, looks to by flying with arms in the air"",""message_number"":1}],[{""role"":""describer"",""text"":""kneeling facing right praying"",""message_number"":1}],[{""role"":""describer"",""text"":""standing on 1 leg arms out"",""message_number"":1}],[{""role"":""describer"",""text"":""Guy balancing on one leg like ballerina, arms extended to left"",""message_number"":1}],[{""role"":""describer"",""text"":""looks like they have no legs, sort of banana shaped"",""message_number"":1}],[{""role"":""describer"",""text"":""This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right"",""message_number"":1}],[{""role"":""describer"",""text"":""left side straight facing right"",""message_number"":1}],[{""role"":""describer"",""text"":""Guy if half square on the left, small triangle arm on right"",""message_number"":1}]]","[""J"",""C"",""K"",""I"",""I"",""H"",""C"",""J"",""J""]","[{""role"":""describer"",""text"":""This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side"",""message_number"":1}]","{'H': -3.1782822608947754, 'I': -0.9282822608947754, 'G': -1.8032822608947754, 'D': -2.4282822608947754, 'F': -2.4282822608947754, 'E': -2.5532822608947754, 'L': -3.0532822608947754, 'A': -3.1782822608947754, 'B': -3.4282822608947754, 'C': -5.428282260894775, 'K': -5.428282260894775, 'J': -6.178282260894775}"
5106,False,random,LzNv7CD7gRuxpk7cQ,E,9,0,60,5,F,1.0,"[[{""role"":""describer"",""text"":""Angel kneeling facing left"",""message_number"":1},{""role"":""describer"",""text"":""triangle on right back is angel wings"",""message_number"":2},{""role"":""describer"",""text"":""looking up"",""message_number"":3},{""role"":""describer"",""text"":""Arms look praying to the left"",""message_number"":4}],[{""role"":""describer"",""text"":""Women in long dress facing right dancing the tango"",""message_number"":1}],[{""role"":""describer"",""text"":""grave stone"",""message_number"":1}],[{""role"":""describer"",""text"":""kneeling down both arms out"",""message_number"":1},{""role"":""describer"",""text"":""like an ninger"",""message_number"":2},{""role"":""matcher"",""text"":""facing which ay"",""message_number"":3},{""role"":""describer"",""text"":""right"",""message_number"":4},{""role"":""describer"",""text"":""could have angel wings"",""message_number"":5}],[{""role"":""describer"",""text"":""man marching with flag over shoulder"",""message_number"":1}],[{""role"":""describer"",""text"":""Like an Indian taking a nap Two feathers on his head"",""message_number"":1}],[{""role"":""describer"",""text"":""ghost"",""message_number"":1}],[{""role"":""describer"",""text"":""book reader facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""choir boy sat on parallelogram"",""message_number"":1}]]","[""B"",""G"",""H"",""B"",""A"",""E"",""C"",""D"",""L""]","[{""role"":""describer"",""text"":""someone sat on the floor"",""message_number"":1},{""role"":""describer"",""text"":""facing left with head down"",""message_number"":2},{""role"":""matcher"",""text"":""square head"",""message_number"":3},{""role"":""describer"",""text"":""knees in front of them"",""message_number"":4}]","{'K': -1.3315743207931519, 'F': -1.7065743207931519, 'J': -1.7065743207931519, 'I': -1.8315743207931519, 'E': -4.456574440002441, 'H': -4.456574440002441, 'D': -4.831574440002441, 'L': -5.206574440002441, 'G': -5.706574440002441, 'C': -6.456574440002441, 'A': -7.331574440002441, 'B': -7.331574440002441}"
5106,True,random,rSMFkjhskBteiyQMB,L,66,5,61,5,L,1.0,"[[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}],[{""role"":""describer"",""text"":""man sat down with 1 knee up"",""message_number"":1}]]","[""I"",""F""]","[{""role"":""describer"",""text"":""bent knee speaker"",""message_number"":1}]","{'G': -2.1477460861206055, 'F': -1.2727460861206055, 'E': -2.0227460861206055, 'H': -2.2727460861206055, 'D': -2.3977460861206055, 'B': -2.7727460861206055, 'C': -2.7727460861206055, 'J': -3.0227460861206055, 'I': -3.5227460861206055, 'A': -3.6477460861206055, 'K': -3.8977460861206055, 'L': -4.2727460861206055}"
5106,False,random,Z2WAkYpWiXwuGcdME,E,62,5,62,5,A,1.0,"[[{""role"":""describer"",""text"":""arms air kneeling"",""message_number"":1}],[{""role"":""describer"",""text"":""limbless"",""message_number"":1}],[{""role"":""describer"",""text"":""reading letter guy"",""message_number"":1}],[{""role"":""describer"",""text"":""arm air kneel"",""message_number"":1}],[{""role"":""describer"",""text"":""limbless"",""message_number"":1}],[{""role"":""describer"",""text"":""sad"",""message_number"":1}]]","[""B"",""H"",""D"",""B"",""H"",""F""]","[{""role"":""describer"",""text"":""two head"",""message_number"":1}]","{'F': -4.970766067504883, 'G': -0.9707661867141724, 'E': -1.7207661867141724, 'C': -1.9707661867141724, 'A': -2.220766067504883, 'I': -2.345766067504883, 'J': -2.595766067504883, 'D': -5.345766067504883, 'L': -5.470766067504883, 'K': -5.720766067504883, 'B': -5.970766067504883, 'H': -7.345766067504883}"
5106,True,random,MDLyuv29jevaGLSeT,G,66,5,63,5,G,1.0,"[[{""role"":""describer"",""text"":""left half of them is like a square and they appear to be facing right with a diamond head"",""message_number"":1}],[{""role"":""describer"",""text"":""Guy has no legs, looks to by flying with arms in the air"",""message_number"":1}],[{""role"":""describer"",""text"":""kneeling facing right praying"",""message_number"":1}],[{""role"":""describer"",""text"":""standing on 1 leg arms out"",""message_number"":1}],[{""role"":""describer"",""text"":""Guy balancing on one leg like ballerina, arms extended to left"",""message_number"":1}],[{""role"":""describer"",""text"":""looks like they have no legs, sort of banana shaped"",""message_number"":1}],[{""role"":""describer"",""text"":""This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right"",""message_number"":1}],[{""role"":""describer"",""text"":""left side straight facing right"",""message_number"":1}],[{""role"":""describer"",""text"":""Guy if half square on the left, small triangle arm on right"",""message_number"":1}],[{""role"":""describer"",""text"":""This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side"",""message_number"":1}]]","[""J"",""C"",""K"",""I"",""I"",""H"",""C"",""J"",""J"",""I""]","[{""role"":""describer"",""text"":""The one that is hard to describe head back, one arm up, one arm down"",""message_number"":1}]","{'G': -1.762153148651123, 'D': -2.012153148651123, 'E': -2.012153148651123, 'F': -2.137153148651123, 'H': -2.137153148651123, 'A': -2.512153148651123, 'B': -2.637153148651123, 'C': -2.637153148651123, 'L': -3.012153148651123, 'I': -3.637153148651123, 'K': -4.387153148651123, 'J': -5.137153148651123}"
5106,True,random,zviCQXNM4xWoYTmoY,D,57,4,64,5,D,1.0,"[[{""role"":""describer"",""text"":""two triangles on the head"",""message_number"":1},{""role"":""matcher"",""text"":""Triangle body too"",""message_number"":2},{""role"":""matcher"",""text"":""looks like a bunny"",""message_number"":3},{""role"":""describer"",""text"":""body is triangle"",""message_number"":4},{""role"":""matcher"",""text"":""lightning bolt base"",""message_number"":5},{""role"":""describer"",""text"":""body looks like a mountain"",""message_number"":6},{""role"":""matcher"",""text"":""yes like a triangle"",""message_number"":7},{""role"":""matcher"",""text"":""Small triangle for feet"",""message_number"":8}],[{""role"":""describer"",""text"":""leaning backwards with arms up"",""message_number"":1}],[{""role"":""describer"",""text"":""not the candle"",""message_number"":1}],[{""role"":""describer"",""text"":""legs out bent in front facing left"",""message_number"":1}]]","[""E"",""C"",""H"",""F""]","[{""role"":""describer"",""text"":""priest"",""message_number"":1}]","{'I': -2.0206117630004883, 'G': -1.6456117630004883, 'D': -1.8956117630004883, 'A': -2.0206117630004883, 'B': -2.1456117630004883, 'J': -2.1456117630004883, 'H': -3.0206117630004883, 'C': -3.1456117630004883, 'F': -3.7706117630004883, 'K': -4.145611763000488, 'E': -4.270611763000488, 'L': -4.770611763000488}"
5106,True,random,zviCQXNM4xWoYTmoY,E,68,5,65,5,E,1.0,"[[{""role"":""describer"",""text"":""two triangles on the head"",""message_number"":1},{""role"":""matcher"",""text"":""Triangle body too"",""message_number"":2},{""role"":""matcher"",""text"":""looks like a bunny"",""message_number"":3},{""role"":""describer"",""text"":""body is triangle"",""message_number"":4},{""role"":""matcher"",""text"":""lightning bolt base"",""message_number"":5},{""role"":""describer"",""text"":""body looks like a mountain"",""message_number"":6},{""role"":""matcher"",""text"":""yes like a triangle"",""message_number"":7},{""role"":""matcher"",""text"":""Small triangle for feet"",""message_number"":8}],[{""role"":""describer"",""text"":""leaning backwards with arms up"",""message_number"":1}],[{""role"":""describer"",""text"":""not the candle"",""message_number"":1}],[{""role"":""describer"",""text"":""legs out bent in front facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""priest"",""message_number"":1}]]","[""E"",""C"",""H"",""F"",""D""]","[{""role"":""describer"",""text"":""bunny"",""message_number"":1}]","{'A': -2.3777060508728027, 'E': -0.5027059316635132, 'G': -2.5027060508728027, 'B': -3.0027060508728027, 'I': -3.0027060508728027, 'F': -3.5027060508728027, 'H': -3.7527060508728027, 'J': -3.7527060508728027, 'C': -4.002706050872803, 'D': -4.502706050872803, 'K': -5.127706050872803, 'L': -5.377706050872803}"
5106,True,random,rSMFkjhskBteiyQMB,D,25,2,66,5,D,1.0,"[[{""role"":""describer"",""text"":""ice skater"",""message_number"":1}],[{""role"":""describer"",""text"":""man sat down with 1 knee up"",""message_number"":1}],[{""role"":""describer"",""text"":""bent knee speaker"",""message_number"":1}]]","[""I"",""F"",""L""]","[{""role"":""describer"",""text"":""speaker no bent knee"",""message_number"":1},{""role"":""describer"",""text"":""knee"",""message_number"":2}]","{'H': -2.2509219646453857, 'K': -1.5009219646453857, 'J': -2.0009219646453857, 'G': -2.7509219646453857, 'I': -2.8759219646453857, 'L': -3.0009219646453857, 'E': -3.2509219646453857, 'F': -3.2509219646453857, 'D': -3.6259219646453857, 'B': -4.000922203063965, 'C': -4.000922203063965, 'A': -4.500922203063965}"
5106,True,random,MEJ8y7jRW4947MPrH,F,65,5,67,5,F,1.0,"[[{""role"":""describer"",""text"":""server girl"",""message_number"":1},{""role"":""describer"",""text"":""legs sticking up to the left"",""message_number"":2},{""role"":""describer"",""text"":""arms out to right"",""message_number"":3}],[{""role"":""describer"",""text"":""blockiest' body with diamond head"",""message_number"":1},{""role"":""matcher"",""text"":""with hand pointing to the right"",""message_number"":2},{""role"":""matcher"",""text"":""does his body get wider as it goes up with a diamond head in center"",""message_number"":3},{""role"":""describer"",""text"":""body wider as it goes up"",""message_number"":4},{""role"":""matcher"",""text"":""pointing right feet arms"",""message_number"":5},{""role"":""matcher"",""text"":""small triangle top right of block"",""message_number"":6},{""role"":""describer"",""text"":""small triangle or 'point' jutting out of top right of body"",""message_number"":7}],[{""role"":""describer"",""text"":""legs dragging on floor to left"",""message_number"":1},{""role"":""matcher"",""text"":""dancer"",""message_number"":2},{""role"":""matcher"",""text"":""dancer"",""message_number"":3},{""role"":""describer"",""text"":""two arms to right"",""message_number"":4},{""role"":""matcher"",""text"":""dancer"",""message_number"":5}],[{""role"":""describer"",""text"":""Person on knees with hands outstretched facing right"",""message_number"":1},{""role"":""matcher"",""text"":""There are two that look similar but I think I got it"",""message_number"":2}],[{""role"":""describer"",""text"":""diamond head arms left knees bent"",""message_number"":1},{""role"":""describer"",""text"":""arms right sorry"",""message_number"":2},{""role"":""matcher"",""text"":""are his legs facing the ceiling or flat"",""message_number"":3},{""role"":""matcher"",""text"":""feet up or no"",""message_number"":4},{""role"":""matcher"",""text"":""it looks like they're doing a squat while holding a tray"",""message_number"":5},{""role"":""describer"",""text"":""knees bent to right under knees"",""message_number"":6},{""role"":""matcher"",""text"":""*tray"",""message_number"":7},{""role"":""describer"",""text"":""yes squat with the tray guy"",""message_number"":8},{""role"":""matcher"",""text"":""squat guy"",""message_number"":9},{""role"":""matcher"",""text"":""squat is a good one"",""message_number"":10},{""role"":""matcher"",""text"":""squat guy"",""message_number"":11}]]","[""K"",""J"",""G"",""K"",""L""]","[{""role"":""describer"",""text"":""wall boy"",""message_number"":1}]","{'E': -2.2175211906433105, 'H': -1.5925213098526, 'I': -2.0925211906433105, 'A': -2.2175211906433105, 'F': -2.2175211906433105, 'C': -2.3425211906433105, 'D': -2.3425211906433105, 'B': -2.5925211906433105, 'G': -3.9675211906433105, 'J': -4.5925211906433105, 'L': -5.3425211906433105, 'K': -7.0925211906433105}"
5106,False,random,LzNv7CD7gRuxpk7cQ,H,57,4,68,5,L,1.0,"[[{""role"":""describer"",""text"":""Angel kneeling facing left"",""message_number"":1},{""role"":""describer"",""text"":""triangle on right back is angel wings"",""message_number"":2},{""role"":""describer"",""text"":""looking up"",""message_number"":3},{""role"":""describer"",""text"":""Arms look praying to the left"",""message_number"":4}],[{""role"":""describer"",""text"":""Women in long dress facing right dancing the tango"",""message_number"":1}],[{""role"":""describer"",""text"":""grave stone"",""message_number"":1}],[{""role"":""describer"",""text"":""kneeling down both arms out"",""message_number"":1},{""role"":""describer"",""text"":""like an ninger"",""message_number"":2},{""role"":""matcher"",""text"":""facing which ay"",""message_number"":3},{""role"":""describer"",""text"":""right"",""message_number"":4},{""role"":""describer"",""text"":""could have angel wings"",""message_number"":5}],[{""role"":""describer"",""text"":""man marching with flag over shoulder"",""message_number"":1}],[{""role"":""describer"",""text"":""Like an Indian taking a nap Two feathers on his head"",""message_number"":1}],[{""role"":""describer"",""text"":""ghost"",""message_number"":1}],[{""role"":""describer"",""text"":""book reader facing left"",""message_number"":1}],[{""role"":""describer"",""text"":""choir boy sat on parallelogram"",""message_number"":1}],[{""role"":""describer"",""text"":""someone sat on the floor"",""message_number"":1},{""role"":""describer"",""text"":""facing left with head down"",""message_number"":2},{""role"":""matcher"",""text"":""square head"",""message_number"":3},{""role"":""describer"",""text"":""knees in front of them"",""message_number"":4}]]","[""B"",""G"",""H"",""B"",""A"",""E"",""C"",""D"",""L"",""F""]","[{""role"":""describer"",""text"":""man on parallelogram"",""message_number"":1}]","{'L': -0.2703586518764496, 'K': -2.2703585624694824, 'I': -2.7703585624694824, 'J': -3.0203585624694824, 'H': -5.645358562469482, 'F': -6.145358562469482, 'G': -6.270358562469482, 'E': -6.645358562469482, 'C': -7.145358562469482, 'D': -7.395358562469482, 'A': -7.770358562469482, 'B': -7.770358562469482}"
5106,True,random,22dyGMRgestp8u5Lc,D,7,0,69,5,D,1.0,"[[{""role"":""describer"",""text"":""Falling backwards, facing left, arms out"",""message_number"":1}],[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}],[{""role"":""describer"",""text"":""jumping off building arms up"",""message_number"":1}]]","[""A"",""E"",""C""]","[{""role"":""describer"",""text"":""Priest standing up straight facing left reading from Bible"",""message_number"":1}]","{'D': -1.3115845918655396, 'F': -1.3115845918655396, 'B': -1.8115845918655396, 'G': -1.9365845918655396, 'H': -2.56158447265625, 'I': -3.31158447265625, 'J': -4.31158447265625, 'C': -4.68658447265625, 'A': -5.06158447265625, 'E': -5.06158447265625, 'K': -6.43658447265625, 'L': -6.93658447265625}"
5106,False,random,22dyGMRgestp8u5Lc,B,34,2,70,5,G,1.0,"[[{""role"":""describer"",""text"":""Falling backwards, facing left, arms out"",""message_number"":1}],[{""role"":""describer"",""text"":""bunny ears"",""message_number"":1}],[{""role"":""describer"",""text"":""jumping off building arms up"",""message_number"":1}],[{""role"":""describer"",""text"":""Priest standing up straight facing left reading from Bible"",""message_number"":1}]]","[""A"",""E"",""C"",""D""]","[{""role"":""describer"",""text"":""high heel shoe"",""message_number"":1}]","{'C': -3.8602519035339355, 'F': -0.8602518439292908, 'B': -1.7352519035339355, 'G': -1.7352519035339355, 'H': -2.6102519035339355, 'E': -3.1102519035339355, 'I': -3.3602519035339355, 'D': -3.9852519035339355, 'A': -4.2352519035339355, 'J': -4.6102519035339355, 'K': -6.7352519035339355, 'L': -6.9852519035339355}"
5106,True,random,BTbGhXZvjdSFubTBg,A,29,2,71,5,A,1.0,"[[{""role"":""describer"",""text"":""kung fu yoga expert"",""message_number"":1}],[{""role"":""describer"",""text"":""slouchy guy"",""message_number"":1},{""role"":""matcher"",""text"":""bean bag sloucher"",""message_number"":2},{""role"":""matcher"",""text"":""bean bag"",""message_number"":3}],[{""role"":""describer"",""text"":""puking a triangle guy"",""message_number"":1}],[{""role"":""describer"",""text"":""The person with one leg up and the head tilted back"",""message_number"":1},{""role"":""matcher"",""text"":""reminds me of a zombie"",""message_number"":2}],[{""role"":""describer"",""text"":""square body shape guy"",""message_number"":1}]]","[""G"",""F"",""B"",""A"",""J""]","[{""role"":""describer"",""text"":""zombie!"",""message_number"":1}]","{'C': -2.3410561084747314, 'A': -0.5910561680793762, 'D': -2.3410561084747314, 'E': -2.4660561084747314, 'H': -2.4660561084747314, 'I': -2.9660561084747314, 'B': -4.7160563468933105, 'K': -4.7160563468933105, 'F': -5.4660563468933105, 'L': -5.5910563468933105, 'G': -5.9660563468933105, 'J': -6.2160563468933105}"
5030,True,random,x8BXJBHh3RxchPoHv,E,26,2,0,0,E,1.0,[],[],"[{""role"":""describer"",""text"":""bunny rabbit"",""message_number"":1}]","{'A': -1.1133947372436523, 'C': -1.7383947372436523, 'D': -1.7383947372436523, 'B': -2.1133947372436523, 'E': -2.1133947372436523, 'I': -3.9883947372436523, 'F': -4.863394737243652, 'H': -4.863394737243652, 'G': -5.238394737243652, 'J': -6.863394737243652, 'L': -7.113394737243652, 'K': -8.113394737243652}"
5030,True,random,BTbGhXZvjdSFubTBg,J,25,2,1,0,J,1.0,[],[],"[{""role"":""describer"",""text"":""square body shape guy"",""message_number"":1}]","{'C': -1.4018253087997437, 'A': -1.5268253087997437, 'D': -1.5268253087997437, 'B': -1.7768253087997437, 'E': -2.151825428009033, 'F': -4.776825428009033, 'I': -4.901825428009033, 'G': -5.776825428009033, 'H': -5.776825428009033, 'J': -7.526825428009033, 'L': -8.401824951171875, 'K': -8.901824951171875}"
5030,True,random,MEJ8y7jRW4947MPrH,D,13,1,2,0,D,1.0,[],[],"[{""role"":""describer"",""text"":""man standing up perfectly straight back arms facing left either pointing left or holding something to his left"",""message_number"":1},{""role"":""matcher"",""text"":""feet to the left also"",""message_number"":2}]","{'E': -2.1419262886047363, 'D': -1.3919262886047363, 'A': -1.6419262886047363, 'C': -1.6419262886047363, 'B': -2.0169262886047363, 'F': -3.3919262886047363, 'H': -3.7669262886047363, 'G': -3.8919262886047363, 'I': -4.516926288604736, 'J': -5.391926288604736, 'K': -5.891926288604736, 'L': -6.141926288604736}"
5030,False,random,x8BXJBHh3RxchPoHv,B,44,3,3,0,L,1.0,"[[{""role"":""describer"",""text"":""bunny rabbit"",""message_number"":1}]]","[""E""]","[{""role"":""describer"",""text"":""crouching"",""message_number"":1},{""role"":""describer"",""text"":""arms up facing right"",""message_number"":2}]","{'B': -1.8000953197479248, 'D': -1.5500953197479248, 'A': -1.8000953197479248, 'C': -1.8000953197479248, 'F': -2.300095319747925, 'G': -2.550095319747925, 'H': -2.925095319747925, 'I': -3.925095319747925, 'E': -4.050095558166504, 'J': -4.550095558166504, 'K': -5.925095558166504, 'L': -6.300095558166504}"
5030,True,random,rSMFkjhskBteiyQMB,A,10,0,4,0,A,1.0,[],[],"[{""role"":""describer"",""text"":""This one looks like a person dancing They have one foot on the floor and another foot is raised"",""message_number"":1},{""role"":""matcher"",""text"":""is their head tilted back"",""message_number"":2},{""role"":""describer"",""text"":""their ears are made from a square shape"",""message_number"":3},{""role"":""describer"",""text"":""and then another 4 sided shape"",""message_number"":4},{""role"":""matcher"",""text"":""it's the last one we haven't selected"",""message_number"":5},{""role"":""matcher"",""text"":""it's the one with 2 heads almost"",""message_number"":6}]","{'D': -1.549359917640686, 'E': -1.174359917640686, 'F': -1.924359917640686, 'H': -2.1743597984313965, 'G': -2.6743597984313965, 'C': -2.7993597984313965, 'I': -3.6743597984313965, 'J': -4.2993597984313965, 'B': -4.4243597984313965, 'K': -4.4243597984313965, 'A': -5.2993597984313965, 'L': -5.4243597984313965}"
